loss
0.00042836375421032214
7.296100158731014e-06
6.206874415695866e-06
5.815457677783235e-06
5.8515830673540866e-06
5.502350062172782e-06
5.707375153730423e-06
5.363913006681512e-06
5.05569081333801e-06
4.70903135905165e-06
