loss
""
""
""
0.0006396903338635
8.473465168494805e-06
6.670712481067542e-06
5.589391345506377e-06
4.8861158009415485e-06
4.613051523498272e-06
4.532114778961712e-06
4.281597973103784e-06
4.085350109845443e-06
4.032969118682337e-06
3.7699249652521714e-06
3.729555371963638e-06
3.910760217359986e-06
3.738918238687036e-06
3.82949186946623e-06
3.94141359482711e-06
3.92556773193057e-06
4.069091213603845e-06
4.164254619242428e-06
4.449846683675472e-06
4.817169496849544e-06
5.218608212931209e-06
5.5595237380045335e-06
6.31126822057686e-06
6.975656029653226e-06
0.0007005044055053
0.0005977046302617
0.000668400721278
6.006200531223517e-06
4.317064990143589e-06
